RES,Subspace,Method,RUN,ACC
3,LSTM,RF,34,25
3,LSTM,RF,35,41.1764705882353
3,LSTM,RF,36,31.5789473684211
3,LSTM,RF,37,52.9411764705882
3,LSTM,RF,38,36.8421052631579
3,LSTM,RF,39,52.9411764705882
3,LSTM,RF,40,47.0588235294118
3,LSTM_Ch1,KNN,1,31.5789473684211
3,LSTM_Ch1,KNN,2,26.3157894736842
3,LSTM_Ch1,KNN,3,47.3684210526316
3,LSTM_Ch1,KNN,4,27.7777777777778
3,LSTM_Ch1,KNN,5,52.6315789473684
3,LSTM_Ch1,KNN,6,42.1052631578947
3,LSTM_Ch1,KNN,7,22.2222222222222
3,LSTM_Ch1,KNN,8,47.3684210526316
3,LSTM_Ch1,KNN,9,17.6470588235294
3,LSTM_Ch1,KNN,10,44.4444444444444
3,LSTM_Ch1,KNN,11,36.8421052631579
3,LSTM_Ch1,KNN,12,36.8421052631579
3,LSTM_Ch1,KNN,13,33.3333333333333
3,LSTM_Ch1,KNN,14,38.8888888888889
3,LSTM_Ch1,KNN,15,41.1764705882353
3,LSTM_Ch1,KNN,16,17.6470588235294
3,LSTM_Ch1,KNN,17,50
3,LSTM_Ch1,KNN,18,42.1052631578947
3,LSTM_Ch1,KNN,19,35.2941176470588
3,LSTM_Ch1,KNN,20,33.3333333333333
3,LSTM_Ch1,KNN,21,33.3333333333333
3,LSTM_Ch1,KNN,22,27.7777777777778
3,LSTM_Ch1,KNN,23,38.8888888888889
3,LSTM_Ch1,KNN,24,22.2222222222222
3,LSTM_Ch1,KNN,25,30
3,LSTM_Ch1,KNN,26,26.3157894736842
3,LSTM_Ch1,KNN,27,16.6666666666667
3,LSTM_Ch1,KNN,28,16.6666666666667
3,LSTM_Ch1,KNN,29,55
3,LSTM_Ch1,KNN,30,22.2222222222222
3,LSTM_Ch1,KNN,31,42.1052631578947
3,LSTM_Ch1,KNN,32,31.5789473684211
3,LSTM_Ch1,KNN,33,42.1052631578947
3,LSTM_Ch1,KNN,34,37.5
3,LSTM_Ch1,KNN,35,41.1764705882353
3,LSTM_Ch1,KNN,36,42.1052631578947
3,LSTM_Ch1,KNN,37,29.4117647058824
3,LSTM_Ch1,KNN,38,36.8421052631579
3,LSTM_Ch1,KNN,39,35.2941176470588
3,LSTM_Ch1,KNN,40,35.2941176470588
3,LSTM_Ch1,RF,1,31.5789473684211
3,LSTM_Ch1,RF,2,21.0526315789474
3,LSTM_Ch1,RF,3,31.5789473684211
3,LSTM_Ch1,RF,4,27.7777777777778
3,LSTM_Ch1,RF,5,47.3684210526316
3,LSTM_Ch1,RF,6,42.1052631578947
3,LSTM_Ch1,RF,7,22.2222222222222
3,LSTM_Ch1,RF,8,47.3684210526316
3,LSTM_Ch1,RF,9,17.6470588235294
3,LSTM_Ch1,RF,10,38.8888888888889
3,LSTM_Ch1,RF,11,36.8421052631579
3,LSTM_Ch1,RF,12,36.8421052631579
3,LSTM_Ch1,RF,13,33.3333333333333
3,LSTM_Ch1,RF,14,22.2222222222222
3,LSTM_Ch1,RF,15,41.1764705882353
3,LSTM_Ch1,RF,16,23.5294117647059
3,LSTM_Ch1,RF,17,50
3,LSTM_Ch1,RF,18,36.8421052631579
3,LSTM_Ch1,RF,19,29.4117647058824
3,LSTM_Ch1,RF,20,33.3333333333333
3,LSTM_Ch1,RF,21,27.7777777777778
3,LSTM_Ch1,RF,22,22.2222222222222
3,LSTM_Ch1,RF,23,33.3333333333333
3,LSTM_Ch1,RF,24,22.2222222222222
3,LSTM_Ch1,RF,25,30
3,LSTM_Ch1,RF,26,31.5789473684211
3,LSTM_Ch1,RF,27,22.2222222222222
3,LSTM_Ch1,RF,28,5.55555555555556
3,LSTM_Ch1,RF,29,50
3,LSTM_Ch1,RF,30,22.2222222222222
3,LSTM_Ch1,RF,31,42.1052631578947
3,LSTM_Ch1,RF,32,31.5789473684211
3,LSTM_Ch1,RF,33,31.5789473684211
3,LSTM_Ch1,RF,34,37.5
3,LSTM_Ch1,RF,35,35.2941176470588
3,LSTM_Ch1,RF,36,36.8421052631579
3,LSTM_Ch1,RF,37,29.4117647058824
3,LSTM_Ch1,RF,38,36.8421052631579
3,LSTM_Ch1,RF,39,35.2941176470588
3,LSTM_Ch1,RF,40,29.4117647058824
3,LSTM_Reg,KNN,1,36.8421052631579
3,LSTM_Reg,KNN,2,52.6315789473684
3,LSTM_Reg,KNN,3,21.0526315789474
3,LSTM_Reg,KNN,4,44.4444444444444
3,LSTM_Reg,KNN,5,21.0526315789474
3,LSTM_Reg,KNN,6,42.1052631578947
3,LSTM_Reg,KNN,7,33.3333333333333
3,LSTM_Reg,KNN,8,42.1052631578947
3,LSTM_Reg,KNN,9,23.5294117647059
3,LSTM_Reg,KNN,10,11.1111111111111
3,LSTM_Reg,KNN,11,36.8421052631579
3,LSTM_Reg,KNN,12,36.8421052631579
3,LSTM_Reg,KNN,13,33.3333333333333
3,LSTM_Reg,KNN,14,50
3,LSTM_Reg,KNN,15,47.0588235294118
3,LSTM_Reg,KNN,16,47.0588235294118
3,LSTM_Reg,KNN,17,18.75
3,LSTM_Reg,KNN,18,47.3684210526316
3,LSTM_Reg,KNN,19,35.2941176470588
3,LSTM_Reg,KNN,20,33.3333333333333
3,LSTM_Reg,KNN,21,27.7777777777778
3,LSTM_Reg,KNN,22,33.3333333333333
3,LSTM_Reg,KNN,23,22.2222222222222
3,LSTM_Reg,KNN,24,27.7777777777778
3,LSTM_Reg,KNN,25,40
3,LSTM_Reg,KNN,26,42.1052631578947
3,LSTM_Reg,KNN,27,27.7777777777778
3,LSTM_Reg,KNN,28,11.1111111111111
3,LSTM_Reg,KNN,29,40
3,LSTM_Reg,KNN,30,33.3333333333333
3,LSTM_Reg,KNN,31,21.0526315789474
3,LSTM_Reg,KNN,32,31.5789473684211
3,LSTM_Reg,KNN,33,31.5789473684211
3,LSTM_Reg,KNN,34,25
3,LSTM_Reg,KNN,35,58.8235294117647
3,LSTM_Reg,KNN,36,31.5789473684211
3,LSTM_Reg,KNN,37,47.0588235294118
3,LSTM_Reg,KNN,38,31.5789473684211
3,LSTM_Reg,KNN,39,35.2941176470588
3,LSTM_Reg,KNN,40,29.4117647058824
3,LSTM_Reg,RF,1,47.3684210526316
3,LSTM_Reg,RF,2,31.5789473684211
3,LSTM_Reg,RF,3,42.1052631578947
3,LSTM_Reg,RF,4,50
3,LSTM_Reg,RF,5,31.5789473684211
3,LSTM_Reg,RF,6,52.6315789473684
3,LSTM_Reg,RF,7,33.3333333333333
3,LSTM_Reg,RF,8,36.8421052631579
3,LSTM_Reg,RF,9,29.4117647058824
3,LSTM_Reg,RF,10,38.8888888888889
3,LSTM_Reg,RF,11,36.8421052631579
3,LSTM_Reg,RF,12,42.1052631578947
3,LSTM_Reg,RF,13,38.8888888888889
3,LSTM_Reg,RF,14,55.5555555555556
3,LSTM_Reg,RF,15,41.1764705882353
3,LSTM_Reg,RF,16,52.9411764705882
3,LSTM_Reg,RF,17,37.5
3,LSTM_Reg,RF,18,36.8421052631579
3,LSTM_Reg,RF,19,35.2941176470588
3,LSTM_Reg,RF,20,27.7777777777778
3,LSTM_Reg,RF,21,38.8888888888889
3,LSTM_Reg,RF,22,27.7777777777778
3,LSTM_Reg,RF,23,22.2222222222222
3,LSTM_Reg,RF,24,44.4444444444444
3,LSTM_Reg,RF,25,50
3,LSTM_Reg,RF,26,47.3684210526316
3,LSTM_Reg,RF,27,27.7777777777778
3,LSTM_Reg,RF,28,11.1111111111111
3,LSTM_Reg,RF,29,35
3,LSTM_Reg,RF,30,16.6666666666667
3,LSTM_Reg,RF,31,21.0526315789474
3,LSTM_Reg,RF,32,52.6315789473684
3,LSTM_Reg,RF,33,36.8421052631579
3,LSTM_Reg,RF,34,31.25
3,LSTM_Reg,RF,35,58.8235294117647
3,LSTM_Reg,RF,36,42.1052631578947
3,LSTM_Reg,RF,37,58.8235294117647
3,LSTM_Reg,RF,38,42.1052631578947
3,LSTM_Reg,RF,39,47.0588235294118
3,LSTM_Reg,RF,40,47.0588235294118
4,AllChPCA,KNN,1,0.974658869395711
4,AllChPCA,KNN,2,0.584795321637427
4,AllChPCA,KNN,3,0.974658869395711
4,AllChPCA,KNN,4,1.02880658436214
4,AllChPCA,KNN,5,0.779727095516569
4,AllChPCA,KNN,6,0.779727095516569
4,AllChPCA,KNN,7,1.23456790123457
4,AllChPCA,KNN,8,1.16959064327485
4,AllChPCA,KNN,9,0.871459694989107
4,AllChPCA,KNN,10,0.823045267489712
4,AllChPCA,KNN,11,0.779727095516569
4,AllChPCA,KNN,12,1.364522417154
4,AllChPCA,KNN,13,0.617283950617284
4,AllChPCA,KNN,14,1.02880658436214
4,AllChPCA,KNN,15,0.65359477124183
4,AllChPCA,KNN,16,1.08932461873638
4,AllChPCA,KNN,17,1.15740740740741
4,AllChPCA,KNN,18,0.389863547758285
4,AllChPCA,KNN,19,1.74291938997821
4,AllChPCA,KNN,20,1.02880658436214
4,AllChPCA,KNN,21,1.64609053497942
4,AllChPCA,KNN,22,0.823045267489712
4,AllChPCA,KNN,23,1.02880658436214
4,AllChPCA,KNN,24,1.02880658436214
4,AllChPCA,KNN,25,0.925925925925926
4,AllChPCA,KNN,26,1.75438596491228
4,AllChPCA,KNN,27,1.440329218107
4,AllChPCA,KNN,28,1.02880658436214
4,AllChPCA,KNN,29,0.925925925925926
4,AllChPCA,KNN,30,1.02880658436214
4,AllChPCA,KNN,31,0.779727095516569
4,AllChPCA,KNN,32,0.779727095516569
4,AllChPCA,KNN,33,0.779727095516569
4,AllChPCA,KNN,34,0.462962962962963
4,AllChPCA,KNN,35,0.65359477124183
4,AllChPCA,KNN,36,0.974658869395711
4,AllChPCA,KNN,37,1.30718954248366
4,AllChPCA,KNN,38,0.584795321637427
4,AllChPCA,KNN,39,0.435729847494553
4,AllChPCA,KNN,40,1.30718954248366
4,AllChPCA,RF,1,1.55945419103314
4,AllChPCA,RF,2,1.16959064327485
4,AllChPCA,RF,3,1.16959064327485
4,AllChPCA,RF,4,1.23456790123457
4,AllChPCA,RF,5,1.364522417154
4,AllChPCA,RF,6,1.55945419103314
4,AllChPCA,RF,7,1.02880658436214
4,AllChPCA,RF,8,1.55945419103314
4,AllChPCA,RF,9,1.52505446623094
4,AllChPCA,RF,10,1.02880658436214
4,AllChPCA,RF,11,1.55945419103314
4,AllChPCA,RF,12,1.16959064327485
4,AllChPCA,RF,13,1.02880658436214
4,AllChPCA,RF,14,1.23456790123457
4,AllChPCA,RF,15,1.08932461873638
4,AllChPCA,RF,16,0.871459694989107
4,AllChPCA,RF,17,1.15740740740741
4,AllChPCA,RF,18,0.974658869395711
4,AllChPCA,RF,19,1.08932461873638
4,AllChPCA,RF,20,1.02880658436214
4,AllChPCA,RF,21,1.23456790123457
4,AllChPCA,RF,22,1.02880658436214
4,AllChPCA,RF,23,1.440329218107
4,AllChPCA,RF,24,1.02880658436214
4,AllChPCA,RF,25,0.925925925925926
4,AllChPCA,RF,26,1.55945419103314
4,AllChPCA,RF,27,1.23456790123457
4,AllChPCA,RF,28,1.440329218107
4,AllChPCA,RF,29,1.48148148148148
4,AllChPCA,RF,30,1.23456790123457
4,AllChPCA,RF,31,1.364522417154
4,AllChPCA,RF,32,0.779727095516569
4,AllChPCA,RF,33,0.974658869395711
4,AllChPCA,RF,34,1.15740740740741
4,AllChPCA,RF,35,1.52505446623094
4,AllChPCA,RF,36,0.974658869395711
4,AllChPCA,RF,37,1.30718954248366
4,AllChPCA,RF,38,1.16959064327485
4,AllChPCA,RF,39,1.74291938997821
4,AllChPCA,RF,40,1.96078431372549
4,AllperCh,KNN,1,32.5536062378168
4,AllperCh,KNN,2,28.0701754385965
4,AllperCh,KNN,3,26.1208576998051
4,AllperCh,KNN,4,22.8395061728395
4,AllperCh,KNN,5,26.3157894736842
4,AllperCh,KNN,6,32.3586744639376
4,AllperCh,KNN,7,29.6296296296296
4,AllperCh,KNN,8,26.9005847953216
4,AllperCh,KNN,9,29.1938997821351
4,AllperCh,KNN,10,25.5144032921811
4,AllperCh,KNN,11,26.7056530214425
4,AllperCh,KNN,12,27.0955165692008
4,AllperCh,KNN,13,21.6049382716049
4,AllperCh,KNN,14,32.3045267489712
4,AllperCh,KNN,15,25.4901960784314
4,AllperCh,KNN,16,25.0544662309368
4,AllperCh,KNN,17,26.8518518518519
4,AllperCh,KNN,18,33.3333333333333
4,AllperCh,KNN,19,26.5795206971677
4,AllperCh,KNN,20,28.3950617283951
4,AllperCh,KNN,21,25.9259259259259
4,AllperCh,KNN,22,23.8683127572016
4,AllperCh,KNN,23,26.5432098765432
4,AllperCh,KNN,24,26.9547325102881
4,AllperCh,KNN,25,24.0740740740741
4,AllperCh,KNN,26,29.4346978557505
4,AllperCh,KNN,27,24.4855967078189
4,AllperCh,KNN,28,31.6872427983539
4,AllperCh,KNN,29,30.5555555555556
4,AllperCh,KNN,30,26.7489711934156
4,AllperCh,KNN,31,23.7816764132554
4,AllperCh,KNN,32,21.4424951267056
4,AllperCh,KNN,33,24.3664717348928
4,AllperCh,KNN,34,27.0833333333333
4,AllperCh,KNN,35,30.5010893246187
4,AllperCh,KNN,36,25.5360623781676
4,AllperCh,KNN,37,29.4117647058823
4,AllperCh,KNN,38,26.7056530214425
4,AllperCh,KNN,39,32.2440087145969
4,AllperCh,KNN,40,31.5904139433551
4,AllperCh,RF,1,36.6471734892787
4,AllperCh,RF,2,26.3157894736842
4,AllperCh,RF,3,27.8752436647173
4,AllperCh,RF,4,29.2181069958848
4,AllperCh,RF,5,29.0448343079922
4,AllperCh,RF,6,33.9181286549708
4,AllperCh,RF,7,33.7448559670782
4,AllperCh,RF,8,31.578947368421
4,AllperCh,RF,9,33.115468409586
4,AllperCh,RF,10,29.2181069958848
4,AllperCh,RF,11,37.8167641325536
4,AllperCh,RF,12,29.6296296296296
4,AllperCh,RF,13,25.3086419753086
4,AllperCh,RF,14,30.4526748971193
4,AllperCh,RF,15,28.1045751633987
4,AllperCh,RF,16,27.0152505446623
4,AllperCh,RF,17,30.787037037037
4,AllperCh,RF,18,32.7485380116959
4,AllperCh,RF,19,29.8474945533769
4,AllperCh,RF,20,28.1893004115226
4,AllperCh,RF,21,37.8600823045268
4,AllperCh,RF,22,25.5144032921811
4,AllperCh,RF,23,24.8971193415638
4,AllperCh,RF,24,29.6296296296296
4,AllperCh,RF,25,23.8888888888889
4,AllperCh,RF,26,33.5282651072125
4,AllperCh,RF,27,32.9218106995885
4,AllperCh,RF,28,33.3333333333333
4,AllperCh,RF,29,32.2222222222222
4,AllperCh,RF,30,32.9218106995885
4,AllperCh,RF,31,31.3840155945419
4,AllperCh,RF,32,21.6374269005848
4,AllperCh,RF,33,29.2397660818713
4,AllperCh,RF,34,27.7777777777778
4,AllperCh,RF,35,35.7298474945534
4,AllperCh,RF,36,26.3157894736842
4,AllperCh,RF,37,32.2440087145969
4,AllperCh,RF,38,30.214424951267
4,AllperCh,RF,39,35.9477124183006
4,AllperCh,RF,40,39.2156862745098
4,LSTM,KNN,1,21.0526315789474
4,LSTM,KNN,2,15.7894736842105
4,LSTM,KNN,3,26.3157894736842
4,LSTM,KNN,4,16.6666666666667
4,LSTM,KNN,5,26.3157894736842
4,LSTM,KNN,6,21.0526315789474
4,LSTM,KNN,7,27.7777777777778
4,LSTM,KNN,8,36.8421052631579
4,LSTM,KNN,9,11.7647058823529
4,LSTM,KNN,10,33.3333333333333
4,LSTM,KNN,11,21.0526315789474
4,LSTM,KNN,12,31.5789473684211
4,LSTM,KNN,13,27.7777777777778
4,LSTM,KNN,14,33.3333333333333
4,LSTM,KNN,15,11.7647058823529
4,LSTM,KNN,16,29.4117647058824
4,LSTM,KNN,17,12.5
4,LSTM,KNN,18,26.3157894736842
4,LSTM,KNN,19,35.2941176470588
4,LSTM,KNN,20,22.2222222222222
4,LSTM,KNN,21,27.7777777777778
4,LSTM,KNN,22,5.55555555555556
4,LSTM,KNN,23,22.2222222222222
4,LSTM,KNN,24,33.3333333333333
4,LSTM,KNN,25,20
4,LSTM,KNN,26,21.0526315789474
4,LSTM,KNN,27,44.4444444444444
4,LSTM,KNN,28,22.2222222222222
4,LSTM,KNN,29,15
4,LSTM,KNN,30,44.4444444444444
4,LSTM,KNN,31,15.7894736842105
4,LSTM,KNN,32,15.7894736842105
4,LSTM,KNN,33,26.3157894736842
4,LSTM,KNN,34,25
4,LSTM,KNN,35,11.7647058823529
4,LSTM,KNN,36,26.3157894736842
4,LSTM,KNN,37,41.1764705882353
4,LSTM,KNN,38,26.3157894736842
4,LSTM,KNN,39,11.7647058823529
4,LSTM,KNN,40,23.5294117647059
4,LSTM,RF,1,42.1052631578947
4,LSTM,RF,2,10.5263157894737
4,LSTM,RF,3,15.7894736842105
4,LSTM,RF,4,27.7777777777778
4,LSTM,RF,5,10.5263157894737
4,LSTM,RF,6,42.1052631578947
4,LSTM,RF,7,44.4444444444444
4,LSTM,RF,8,36.8421052631579
4,LSTM,RF,9,29.4117647058824
4,LSTM,RF,10,33.3333333333333
4,LSTM,RF,11,36.8421052631579
4,LSTM,RF,12,21.0526315789474
4,LSTM,RF,13,33.3333333333333
4,LSTM,RF,14,38.8888888888889
4,LSTM,RF,15,35.2941176470588
4,LSTM,RF,16,17.6470588235294
4,LSTM,RF,17,18.75
4,LSTM,RF,18,52.6315789473684
4,LSTM,RF,19,29.4117647058824
4,LSTM,RF,20,33.3333333333333
4,LSTM,RF,21,38.8888888888889
4,LSTM,RF,22,33.3333333333333
4,LSTM,RF,23,11.1111111111111
4,LSTM,RF,24,22.2222222222222
4,LSTM,RF,25,30
4,LSTM,RF,26,42.1052631578947
4,LSTM,RF,27,11.1111111111111
4,LSTM,RF,28,16.6666666666667
4,LSTM,RF,29,40
4,LSTM,RF,30,38.8888888888889
4,LSTM,RF,31,10.5263157894737
4,LSTM,RF,32,15.7894736842105
4,LSTM,RF,33,26.3157894736842
4,LSTM,RF,34,31.25
4,LSTM,RF,35,47.0588235294118
4,LSTM,RF,36,31.5789473684211
4,LSTM,RF,37,41.1764705882353
4,LSTM,RF,38,42.1052631578947
4,LSTM,RF,39,35.2941176470588
4,LSTM,RF,40,35.2941176470588
4,LSTM_Ch1,KNN,1,10.5263157894737
4,LSTM_Ch1,KNN,2,21.0526315789474
4,LSTM_Ch1,KNN,3,26.3157894736842
4,LSTM_Ch1,KNN,4,5.55555555555556
4,LSTM_Ch1,KNN,5,31.5789473684211
4,LSTM_Ch1,KNN,6,31.5789473684211
4,LSTM_Ch1,KNN,7,22.2222222222222
4,LSTM_Ch1,KNN,8,26.3157894736842
4,LSTM_Ch1,KNN,9,29.4117647058824
4,LSTM_Ch1,KNN,10,27.7777777777778
4,LSTM_Ch1,KNN,11,21.0526315789474
4,LSTM_Ch1,KNN,12,15.7894736842105
4,LSTM_Ch1,KNN,13,11.1111111111111
4,LSTM_Ch1,KNN,14,16.6666666666667
4,LSTM_Ch1,KNN,15,11.7647058823529
4,LSTM_Ch1,KNN,16,17.6470588235294
4,LSTM_Ch1,KNN,17,31.25
4,LSTM_Ch1,KNN,18,26.3157894736842
4,LSTM_Ch1,KNN,19,17.6470588235294
4,LSTM_Ch1,KNN,20,11.1111111111111
4,LSTM_Ch1,KNN,21,16.6666666666667
4,LSTM_Ch1,KNN,22,16.6666666666667
4,LSTM_Ch1,KNN,23,22.2222222222222
4,LSTM_Ch1,KNN,24,11.1111111111111
4,LSTM_Ch1,KNN,25,10
4,LSTM_Ch1,KNN,26,15.7894736842105
4,LSTM_Ch1,KNN,27,16.6666666666667
4,LSTM_Ch1,KNN,28,11.1111111111111
4,LSTM_Ch1,KNN,29,20
4,LSTM_Ch1,KNN,30,16.6666666666667
4,LSTM_Ch1,KNN,31,31.5789473684211
4,LSTM_Ch1,KNN,32,10.5263157894737
4,LSTM_Ch1,KNN,33,31.5789473684211
4,LSTM_Ch1,KNN,34,18.75
4,LSTM_Ch1,KNN,35,35.2941176470588
4,LSTM_Ch1,KNN,36,21.0526315789474
4,LSTM_Ch1,KNN,37,35.2941176470588
4,LSTM_Ch1,KNN,38,15.7894736842105
4,LSTM_Ch1,KNN,39,23.5294117647059
4,LSTM_Ch1,KNN,40,23.5294117647059
4,LSTM_Ch1,RF,1,21.0526315789474
4,LSTM_Ch1,RF,2,15.7894736842105
4,LSTM_Ch1,RF,3,15.7894736842105
4,LSTM_Ch1,RF,4,5.55555555555556
4,LSTM_Ch1,RF,5,31.5789473684211
4,LSTM_Ch1,RF,6,26.3157894736842
4,LSTM_Ch1,RF,7,22.2222222222222
4,LSTM_Ch1,RF,8,26.3157894736842
4,LSTM_Ch1,RF,9,29.4117647058824
4,LSTM_Ch1,RF,10,38.8888888888889
4,LSTM_Ch1,RF,11,21.0526315789474
4,LSTM_Ch1,RF,12,15.7894736842105
4,LSTM_Ch1,RF,13,0
4,LSTM_Ch1,RF,14,16.6666666666667
4,LSTM_Ch1,RF,15,11.7647058823529
4,LSTM_Ch1,RF,16,17.6470588235294
4,LSTM_Ch1,RF,17,25
4,LSTM_Ch1,RF,18,21.0526315789474
4,LSTM_Ch1,RF,19,17.6470588235294
4,LSTM_Ch1,RF,20,16.6666666666667
4,LSTM_Ch1,RF,21,16.6666666666667
4,LSTM_Ch1,RF,22,16.6666666666667
4,LSTM_Ch1,RF,23,16.6666666666667
4,LSTM_Ch1,RF,24,11.1111111111111
4,LSTM_Ch1,RF,25,10
4,LSTM_Ch1,RF,26,15.7894736842105
4,LSTM_Ch1,RF,27,27.7777777777778
4,LSTM_Ch1,RF,28,11.1111111111111
4,LSTM_Ch1,RF,29,30
4,LSTM_Ch1,RF,30,16.6666666666667
4,LSTM_Ch1,RF,31,36.8421052631579
4,LSTM_Ch1,RF,32,0
4,LSTM_Ch1,RF,33,15.7894736842105
4,LSTM_Ch1,RF,34,12.5
4,LSTM_Ch1,RF,35,23.5294117647059
4,LSTM_Ch1,RF,36,15.7894736842105
4,LSTM_Ch1,RF,37,35.2941176470588
4,LSTM_Ch1,RF,38,10.5263157894737
4,LSTM_Ch1,RF,39,23.5294117647059
4,LSTM_Ch1,RF,40,11.7647058823529
4,LSTM_Reg,KNN,1,36.8421052631579
4,LSTM_Reg,KNN,2,26.3157894736842
4,LSTM_Reg,KNN,3,10.5263157894737
4,LSTM_Reg,KNN,4,33.3333333333333
4,LSTM_Reg,KNN,5,36.8421052631579
4,LSTM_Reg,KNN,6,26.3157894736842
4,LSTM_Reg,KNN,7,22.2222222222222
4,LSTM_Reg,KNN,8,42.1052631578947
4,LSTM_Reg,KNN,9,17.6470588235294
4,LSTM_Reg,KNN,10,16.6666666666667
4,LSTM_Reg,KNN,11,36.8421052631579
4,LSTM_Reg,KNN,12,31.5789473684211
4,LSTM_Reg,KNN,13,22.2222222222222
4,LSTM_Reg,KNN,14,50
4,LSTM_Reg,KNN,15,23.5294117647059
4,LSTM_Reg,KNN,16,17.6470588235294
4,LSTM_Reg,KNN,17,12.5
4,LSTM_Reg,KNN,18,31.5789473684211
4,LSTM_Reg,KNN,19,23.5294117647059
4,LSTM_Reg,KNN,20,27.7777777777778
4,LSTM_Reg,KNN,21,33.3333333333333
4,LSTM_Reg,KNN,22,27.7777777777778
4,LSTM_Reg,KNN,23,22.2222222222222
4,LSTM_Reg,KNN,24,22.2222222222222
4,LSTM_Reg,KNN,25,40
4,LSTM_Reg,KNN,26,42.1052631578947
4,LSTM_Reg,KNN,27,38.8888888888889
4,LSTM_Reg,KNN,28,27.7777777777778
4,LSTM_Reg,KNN,29,20
4,LSTM_Reg,KNN,30,33.3333333333333
4,LSTM_Reg,KNN,31,21.0526315789474
4,LSTM_Reg,KNN,32,15.7894736842105
4,LSTM_Reg,KNN,33,26.3157894736842
4,LSTM_Reg,KNN,34,25
4,LSTM_Reg,KNN,35,29.4117647058824
4,LSTM_Reg,KNN,36,21.0526315789474
4,LSTM_Reg,KNN,37,29.4117647058824
4,LSTM_Reg,KNN,38,21.0526315789474
4,LSTM_Reg,KNN,39,35.2941176470588
4,LSTM_Reg,KNN,40,47.0588235294118
4,LSTM_Reg,RF,1,36.8421052631579
4,LSTM_Reg,RF,2,31.5789473684211
4,LSTM_Reg,RF,3,31.5789473684211
4,LSTM_Reg,RF,4,27.7777777777778
4,LSTM_Reg,RF,5,31.5789473684211
4,LSTM_Reg,RF,6,47.3684210526316
4,LSTM_Reg,RF,7,44.4444444444444
4,LSTM_Reg,RF,8,42.1052631578947
4,LSTM_Reg,RF,9,41.1764705882353
4,LSTM_Reg,RF,10,44.4444444444444
4,LSTM_Reg,RF,11,36.8421052631579
4,LSTM_Reg,RF,12,31.5789473684211
4,LSTM_Reg,RF,13,16.6666666666667
4,LSTM_Reg,RF,14,22.2222222222222
4,LSTM_Reg,RF,15,11.7647058823529
4,LSTM_Reg,RF,16,47.0588235294118
4,LSTM_Reg,RF,17,37.5
4,LSTM_Reg,RF,18,31.5789473684211
4,LSTM_Reg,RF,19,35.2941176470588
4,LSTM_Reg,RF,20,33.3333333333333
4,LSTM_Reg,RF,21,44.4444444444444
4,LSTM_Reg,RF,22,27.7777777777778
4,LSTM_Reg,RF,23,27.7777777777778
4,LSTM_Reg,RF,24,38.8888888888889
4,LSTM_Reg,RF,25,30
4,LSTM_Reg,RF,26,26.3157894736842
4,LSTM_Reg,RF,27,33.3333333333333
4,LSTM_Reg,RF,28,44.4444444444444
4,LSTM_Reg,RF,29,30
4,LSTM_Reg,RF,30,27.7777777777778
4,LSTM_Reg,RF,31,26.3157894736842
4,LSTM_Reg,RF,32,15.7894736842105
4,LSTM_Reg,RF,33,31.5789473684211
4,LSTM_Reg,RF,34,12.5
4,LSTM_Reg,RF,35,52.9411764705882
4,LSTM_Reg,RF,36,36.8421052631579
4,LSTM_Reg,RF,37,35.2941176470588
4,LSTM_Reg,RF,38,26.3157894736842
4,LSTM_Reg,RF,39,5.88235294117647
4,LSTM_Reg,RF,40,35.2941176470588
5,AllChPCA,KNN,1,0.974658869395711
5,AllChPCA,KNN,2,0.779727095516569
5,AllChPCA,KNN,3,1.364522417154
5,AllChPCA,KNN,4,0.823045267489712
5,AllChPCA,KNN,5,0.779727095516569
5,AllChPCA,KNN,6,0.779727095516569
5,AllChPCA,KNN,7,0.617283950617284
5,AllChPCA,KNN,8,0.779727095516569
5,AllChPCA,KNN,9,0.871459694989107
5,AllChPCA,KNN,10,1.23456790123457
5,AllChPCA,KNN,11,1.16959064327485
5,AllChPCA,KNN,12,0.584795321637427
5,AllChPCA,KNN,13,1.23456790123457
5,AllChPCA,KNN,14,1.02880658436214
5,AllChPCA,KNN,15,0.871459694989107
5,AllChPCA,KNN,16,0.871459694989107
5,AllChPCA,KNN,17,1.38888888888889
5,AllChPCA,KNN,18,0.389863547758285
5,AllChPCA,KNN,19,1.30718954248366
5,AllChPCA,KNN,20,1.02880658436214
5,AllChPCA,KNN,21,1.23456790123457
5,AllChPCA,KNN,22,0.823045267489712
5,AllChPCA,KNN,23,0.411522633744856
5,AllChPCA,KNN,24,1.02880658436214
5,AllChPCA,KNN,25,0.925925925925926
5,AllChPCA,KNN,26,0.974658869395711
5,AllChPCA,KNN,27,1.02880658436214
5,AllChPCA,KNN,28,1.02880658436214
5,AllChPCA,KNN,29,0.925925925925926
5,AllChPCA,KNN,30,0.823045267489712
5,AllChPCA,KNN,31,0.779727095516569
5,AllChPCA,KNN,32,0.974658869395711
5,AllChPCA,KNN,33,0.779727095516569
5,AllChPCA,KNN,34,0.462962962962963
5,AllChPCA,KNN,35,0.871459694989107
5,AllChPCA,KNN,36,0.779727095516569
5,AllChPCA,KNN,37,0.871459694989107
5,AllChPCA,KNN,38,0.974658869395711
5,AllChPCA,KNN,39,0.217864923747277
5,AllChPCA,KNN,40,1.74291938997821
